model,idiom,language,cluster
mSBERT,চক্ষুবুজে মেনে নেওয়া,Bengali,26
mSBERT,চক্ষুলজ্জা,Bengali,44
mSBERT,চক্ষুলজ্জার মাথা খাওয়া,Bengali,43
mSBERT,চক্ষুলাল,Bengali,35
mSBERT,চক্ষুঃশুল,Bengali,20
mSBERT,চক্ষুষ্মান্,Bengali,12
mSBERT,চক্ষুস্থির,Bengali,20
mSBERT,চক্ষুরুন্মীলন,Bengali,1
mSBERT,চক্ষে সরষে ফুল দেখা,Bengali,33
mSBERT,চক্ষের পুত্তলি,Bengali,44
mSBERT,চচ্চড়ি পাকানো,Bengali,44
mSBERT,চটকা ভাঙা,Bengali,44
mSBERT,চট-জলদি,Bengali,35
mSBERT,চটচট,Bengali,20
mSBERT,চটচটে,Bengali,12
mSBERT,চটপট,Bengali,12
mSBERT,চটপটে,Bengali,12
mSBERT,চটাচট,Bengali,12
mSBERT,চটাচটি,Bengali,12
mSBERT,চটিচাটা,Bengali,12
mSBERT,চটিতং,Bengali,35
mSBERT,চড়কগাছ,Bengali,44
mSBERT,চড়কে কাঠি পড়া,Bengali,44
mSBERT,চড়কের পিঠ,Bengali,44
mSBERT,চড়কের বাদ্যি,Bengali,26
mSBERT,চড়চাপড়,Bengali,35
mSBERT,চড়বড়,Bengali,35
mSBERT,চড় মেরে গড়,Bengali,44
mSBERT,চড়া পড়া,Bengali,20
mSBERT,চড়াই উৎড়াই,Bengali,12
mSBERT,চড়ুই পাখির প্রাণ,Bengali,44
mSBERT,চড়ায় ঠেকা,Bengali,44
mSBERT,চড়ুইভাতি,Bengali,44
mSBERT,চড়ুকে বাতিক,Bengali,25
mSBERT,চড়ুকে হাসি,Bengali,2
mSBERT,চণ্ড,Bengali,12
mSBERT,চণ্ডচামুণ্ড,Bengali,12
mSBERT,চণ্ডমূর্তি,Bengali,12
mSBERT,চণ্ডাল,Bengali,35
mSBERT,রণচণ্ডী,Bengali,35
mSBERT,চণ্ডীপাঠ থেকে জুতা সেলাই,Bengali,8
mSBERT,চতুরচূড়ামণি,Bengali,20
mSBERT,চতুরে চতুরে কোলাকুলি,Bengali,35
mSBERT,চতুরের ফতুর হওয়া,Bengali,25
mSBERT,চতুর্গুণ,Bengali,20
mSBERT,চতুর্দশীর চাঁদ,Bengali,25
mSBERT,"চতুর্দশীর চাঁদ, কৃষ্ণা",Bengali,25
mSBERT,চতুর্দিক,Bengali,35
mSBERT,চতুর্ভুজ,Bengali,20
mSBERT,চতুর্ভুজা,Bengali,35
mSBERT,চতুস্পদ,Bengali,35
mSBERT,চতুষ্কর জন্তু,Bengali,20
mSBERT,চনমনে,Bengali,44
mSBERT,চন্দ্রবিন্দু হওয়া,Bengali,25
mSBERT,চন্দ্রভেদ,Bengali,1
mSBERT,চন্দ্রাহত,Bengali,1
mSBERT,চপচপানি,Bengali,35
mSBERT,চপচপ,Bengali,12
mSBERT,চপলার হাসি,Bengali,43
mSBERT,চব্বিশ ঘণ্টা,Bengali,32
mSBERT,চমক খাওয়া,Bengali,12
mSBERT,চমক ভাঙা,Bengali,12
mSBERT,চম্পট দেওয়া,Bengali,20
mSBERT,চরকায় তেল দেওয়া,Bengali,47
mSBERT,চরকি খাওয়া,Bengali,21
mSBERT,চরকি ঘোরানো,Bengali,35
mSBERT,চরণচারণ,Bengali,20
mSBERT,চরণদাস,Bengali,35
mSBERT,চরণদাসী,Bengali,25
mSBERT,চরণবাবুর জুড়ি,Bengali,44
mSBERT,চরণসেবা,Bengali,26
mSBERT,চরা,Bengali,12
mSBERT,চরাচর,Bengali,12
mSBERT,ছেলে চরানো,Bengali,1
mSBERT,চর্বণ করা,Bengali,20
mSBERT,চর্বিতচর্বণ,Bengali,20
mSBERT,চর্ব্য-চোষ্য,Bengali,44
mSBERT,চর্ব্য-চোষ্য-লেহ্য-পেয়,Bengali,44
mSBERT,চর্মচক্ষু,Bengali,44
mSBERT,চলৎফিরৎ,Bengali,20
mSBERT,চলনসই,Bengali,35
mSBERT,চলচিত্ত চঞ্চরী,Bengali,25
mSBERT,চলন-বলন,Bengali,35
mSBERT,চলাচল,Bengali,19
mSBERT,চলাফেরা,Bengali,20
mSBERT,চলার সাথি,Bengali,25
mSBERT,চলে আসা,Bengali,12
mSBERT,চলে চলা,Bengali,19
mSBERT,চঞ্চল,Bengali,35
mSBERT,চল্লিশে চালশে,Bengali,20
mSBERT,চল্লিশে চল্লিশ বুদ্ধি,Bengali,26
mSBERT,চশমা নামাই,Bengali,8
mSBERT,চশমখোর,Bengali,20
mSBERT,চষা,Bengali,2
mSBERT,চষে বেড়ানো,Bengali,44
mSBERT,চাঁই,Bengali,35
mSBERT,চাঁচাছোলা,Bengali,44
mSBERT,চাঁছাছোলা,Bengali,44
mSBERT,চাঁছাছোলা মুখ,Bengali,2
mSBERT,চাঁটি,Bengali,44
mSBERT,চাঁড়াল,Bengali,44
mSBERT,চাঁদ,Bengali,0
mSBERT,চাঁদবদন,Bengali,1
mSBERT,চাঁদ কপালে,Bengali,0
mSBERT,চাঁদমারি,Bengali,1
mSBERT,চাঁদ হাতে দেওয়া,Bengali,0
mSBERT,চাঁদি,Bengali,1
mSBERT,চাঁদিফাটা রৌদ্র,Bengali,1
mSBERT,চাঁদির জুতো মারা,Bengali,1
mSBERT,চাঁদে কলঙ্ক,Bengali,0
mSBERT,চাঁদের কণা,Bengali,0
mSBERT,চাঁদের কাছে জোনাকি,Bengali,0
mSBERT,চাঁদের দিকে হাত বাড়ানো,Bengali,0
mSBERT,চাঁদের হাট,Bengali,1
mSBERT,চাঁদোয়া,Bengali,1
mSBERT,চাই কী,Bengali,39
mSBERT,চাকচাকা,Bengali,1
mSBERT,চাকনচিকন,Bengali,35
mSBERT,চাকভাঙা মধু,Bengali,44
mSBERT,চাকরি-বাকরি,Bengali,46
mSBERT,চাকরি মেঘের ছায়া,Bengali,46
mSBERT,চাক্কি পেষা,Bengali,1
mSBERT,চাগাড় দেওয়া,Bengali,12
mSBERT,চাচা আপন প্রাণ বাঁচা,Bengali,26
mSBERT,চাট,Bengali,12
mSBERT,চাটনি,Bengali,35
mSBERT,চাটাইয়ে শুয়ে লাখ টাকা স্বপ্ন দেখা,Bengali,49
mSBERT,চাটাচাটি,Bengali,35
mSBERT,চাটি,Bengali,44
mSBERT,চাটিবাটি করা/তোলা,Bengali,12
mSBERT,চাটুবাদ,Bengali,1
mSBERT,চাট্টিখানি,Bengali,35
mSBERT,চাপ পড়লে বাপ,Bengali,26
mSBERT,চাপাচাপি,Bengali,35
mSBERT,চাপাচুপি,Bengali,20
mSBERT,চাপা দেওয়া,Bengali,20
mSBERT,চাপান-উতোর,Bengali,35
mSBERT,চাপা পড়া,Bengali,26
mSBERT,চাপাবাজি,Bengali,35
mSBERT,চাবিকাঠি,Bengali,44
mSBERT,চামচা,Bengali,47
mSBERT,চামচিকের লাথি,Bengali,44
mSBERT,চামার,Bengali,1
mSBERT,চামুণ্ডা,Bengali,35
mSBERT,চায়ের পেয়ালায় তুফান,Bengali,25
mSBERT,চারচক্ষু খোলা,Bengali,44
mSBERT,চারচক্ষুর মিলন,Bengali,44
mSBERT,চারচাকা,Bengali,35
mSBERT,চারচোখা,Bengali,12
mSBERT,চারজন,Bengali,39
mSBERT,চারটিখানি,Bengali,39
mSBERT,চারডবল,Bengali,20
mSBERT,চারদিক,Bengali,20
mSBERT,চারপায়া,Bengali,35
mSBERT,চারপেয়ে,Bengali,12
mSBERT,চারভিত্তি,Bengali,20
mSBERT,চারশ বিশ,Bengali,39
mSBERT,চারসন্ধ্যা,Bengali,20
mSBERT,চারহাঁটু,Bengali,12
mSBERT,চারহাত এক করা,Bengali,20
mSBERT,চারা,Bengali,35
mSBERT,চার্জ,Bengali,6
mSBERT,চার্বাক দর্শন,Bengali,20
mSBERT,চাল কমানো,Bengali,47
mSBERT,চালচলন,Bengali,20
mSBERT,চাল চালা,Bengali,47
mSBERT,চাল-চিঁড়ে বেঁধে যাওয়া,Bengali,7
mSBERT,চালচিত্র,Bengali,6
mSBERT,চাল চিবানো,Bengali,47
mSBERT,চালচুলো,Bengali,12
mSBERT,চালচুলোহীন,Bengali,20
mSBERT,চালচূলো নেই,Bengali,5
mSBERT,চালুনি বলে সুঁই তোর পিছন ছ্যাঁদা,Bengali,5
mSBERT,চালবাজ,Bengali,35
mSBERT,চাল বাড়ানো,Bengali,47
mSBERT,চাল বিগড়ানো,Bengali,47
mSBERT,চালমাত,Bengali,35
mSBERT,চাল মারা,Bengali,47
mSBERT,চালবাজী,Bengali,20
mSBERT,চালশে কানা,Bengali,1
mSBERT,চালাকচতুর,Bengali,44
mSBERT,চালাচালি,Bengali,1
mSBERT,চালুছেলে,Bengali,12
mSBERT,চালুমাল,Bengali,35
mSBERT,চাষবাস,Bengali,44
mSBERT,চাষাভুষো,Bengali,35
mSBERT,চিঁ চিঁ করা,Bengali,35
mSBERT,চিঁড়ে কাঁচকলা সম্পর্ক,Bengali,26
mSBERT,চিঁড়ে চ্যাপ্টা,Bengali,44
mSBERT,চিড়ের বাইশ ফের,Bengali,25
mSBERT,চিকণকালা,Bengali,35
mSBERT,চিকণ-চাকণ,Bengali,12
mSBERT,চিকুরজাল,Bengali,35
mSBERT,চিকুরঝালা,Bengali,35
mSBERT,চিচিং-ফাঁক,Bengali,35
mSBERT,চিজ,Bengali,12
mSBERT,চিটিংবাজ,Bengali,35
mSBERT,চিঠিচাপাটি,Bengali,20
mSBERT,চিড় ধরা,Bengali,44
mSBERT,চিড়বিড় করা,Bengali,26
mSBERT,চিড়া-কাঁচকলায় সম্পর্ক,Bengali,26
mSBERT,চিড়ার বাইশ ফের,Bengali,44
mSBERT,চিড়িয়া,Bengali,35
mSBERT,চিড়িয়াখানা,Bengali,35
mSBERT,চিৎ,Bengali,12
mSBERT,চিৎপটাং,Bengali,35
mSBERT,চিতচোর,Bengali,35
mSBERT,চিতা,Bengali,35
mSBERT,চিত্তশুদ্ধিবটিকা,Bengali,25
mSBERT,চিত্তির,Bengali,12
mSBERT,চিত্রকার্যে চিত্রগুপ্ত,Bengali,20
mSBERT,চিত্রগুপ্ত,Bengali,20
mSBERT,চিত্রগুপ্তের খাতা,Bengali,44
mSBERT,চিত্রনেত্র,Bengali,1
mSBERT,চিত্রবিচিত্র,Bengali,25
mSBERT,চিত্রিণী,Bengali,1
mSBERT,চিনচিন,Bengali,1
mSBERT,চিনাচিনি,Bengali,47
mSBERT,চিনির পুতুল,Bengali,25
mSBERT,চিনির বলদ,Bengali,44
mSBERT,ছিনে জোঁক,Bengali,44
mSBERT,চিন্তাভাবনা,Bengali,45
mSBERT,চিন্তামণি,Bengali,45
mSBERT,চিপটান,Bengali,35
mSBERT,চিপটান কাটা,Bengali,44
mSBERT,চিবিয়ে চিবিয়ে কথা বলা,Bengali,48
mSBERT,চিমটি কাটা,Bengali,44
mSBERT,চিমড়ে,Bengali,12
mSBERT,চিমড়া,Bengali,44
mSBERT,চিরকুট,Bengali,35
mSBERT,চিরস্থায়ী বন্দোবস্ত,Bengali,26
mSBERT,চিরাচরিত,Bengali,20
mSBERT,চিরায়ুস্মতী হও,Bengali,26
mSBERT,চিরুণি তল্লাশি,Bengali,20
mSBERT,চিল চিৎকার,Bengali,44
mSBERT,চিলকে বিল দেখানো,Bengali,25
mSBERT,চিলের ছোঁয়া,Bengali,44
mSBERT,চিল্লাচিল্লি,Bengali,1
mSBERT,চীজ,Bengali,35
mSBERT,চীনে জোঁক,Bengali,49
mSBERT,চুঁইচুঁই,Bengali,12
mSBERT,চুঁ শব্দ,Bengali,12
mSBERT,চুঁশব্দ,Bengali,12
mSBERT,চুকচুক,Bengali,12
mSBERT,চুকলি কাটা,Bengali,44
mSBERT,চুটকি,Bengali,12
mSBERT,চৈতন্যচুটকি,Bengali,12
mSBERT,চুটকি সাহিত্য,Bengali,1
mSBERT,চুনকালি,Bengali,1
mSBERT,চুনকালি দেওয়া (মুখে),Bengali,2
mSBERT,মুখে চুনকালি পড়া,Bengali,44
mSBERT,চুনোপুঁটি,Bengali,44
mSBERT,চুনাপুঁটি,Bengali,44
mSBERT,চুন্নি,Bengali,1
mSBERT,চুন্নিগরু,Bengali,1
mSBERT,চুন্নিবিল্লি,Bengali,1
mSBERT,চুপচাপ,Bengali,12
mSBERT,চুপচাপ মারা,Bengali,44
mSBERT,চুপিচুপি,Bengali,12
mSBERT,চুমকুড়ি,Bengali,12
mSBERT,চুমরানো,Bengali,35
mSBERT,চুমুক দিয়ে পুকুর শুকানো,Bengali,44
mSBERT,চুয়াড়,Bengali,35
mSBERT,চুর,Bengali,35
mSBERT,চুরচুর,Bengali,35
mSBERT,চুরমার,Bengali,1
mSBERT,চুরি করে শোনা,Bengali,26
mSBERT,চুরিচামারি,Bengali,1
mSBERT,চুলকানি,Bengali,44
mSBERT,চুলকে ঘা করা,Bengali,22
mSBERT,চুলচেরা,Bengali,44
mSBERT,চুল পাকানো,Bengali,22
mSBERT,চুলবুল করা,Bengali,20
mSBERT,চুলোচুলি,Bengali,44
mSBERT,চুলোভোগী,Bengali,20
mSBERT,চুলোয় যাওয়া,Bengali,44
mSBERT,চূড়ামণি,Bengali,20
mSBERT,চূড়ামণিযোগ,Bengali,20
mSBERT,চূড়ার ওপর ময়ূরপাখা,Bengali,44
mSBERT,চূণকালি লাগা (মুখে),Bengali,2
mSBERT,চেঁচামেচি,Bengali,44
mSBERT,চেঁচেপুঁছে,Bengali,44
mSBERT,চেতাবনি,Bengali,1
mSBERT,চেতনে অবচেতন,Bengali,26
mSBERT,চেনাশোনা,Bengali,26
mSBERT,চেপে ধরা,Bengali,12
mSBERT,চেপে যাওয়া,Bengali,20
mSBERT,চেপে বসা,Bengali,44
mSBERT,চেয়ে চিন্তে,Bengali,20
mSBERT,চেয়েচিন্তে,Bengali,12
mSBERT,চ্যালাচামুণ্ডা,Bengali,35
mSBERT,চেষ্টাচরিত্র,Bengali,39
mSBERT,চৈতন,Bengali,35
mSBERT,চৈতন্যোদয়,Bengali,20
mSBERT,চোঁচাঁ,Bengali,12
mSBERT,চোঁচোঁ,Bengali,12
mSBERT,চোখ উল্টানো,Bengali,29
mSBERT,চোখ এড়ানো,Bengali,29
mSBERT,চোখ কপালে ওঠা,Bengali,29
mSBERT,চোখ কান খুলে রাখা,Bengali,29
mSBERT,চোখ কান বুজে থাকা,Bengali,29
mSBERT,চোখ খাওয়া,Bengali,29
mSBERT,চোখখাকি,Bengali,29
mSBERT,চোখ খোলা,Bengali,29
mSBERT,চোখ গরম করা,Bengali,29
mSBERT,চোখ ঘুরানো,Bengali,29
mSBERT,চোখ চড়কগাছে ওঠা,Bengali,29
mSBERT,চোখ তুলে চাওয়া,Bengali,29
mSBERT,চোখ ছানাবড়া হওয়া,Bengali,29
mSBERT,চোখ জ্বলে ওঠা,Bengali,29
mSBERT,চোখ ঝলসানো,Bengali,29
mSBERT,চোখ টানানো,Bengali,29
mSBERT,চোখ টেপা,Bengali,29
mSBERT,চোখ টেরা,Bengali,29
mSBERT,চোখ ঠারা,Bengali,29
mSBERT,চোখ তুলে তাকানো,Bengali,29
mSBERT,চোখ থাকতেও কানা,Bengali,29
mSBERT,চোখ দেওয়া,Bengali,29
mSBERT,চোখ দেখানো,Bengali,29
mSBERT,চোখ পড়া,Bengali,29
mSBERT,চোখ পাকানো,Bengali,29
mSBERT,চোখ ফিরিয়ে থাকা,Bengali,29
mSBERT,চোখ ফোটা,Bengali,29
mSBERT,চোখ বড় করা,Bengali,29
mSBERT,চোখ বুজে থাকা,Bengali,29
mSBERT,চোখ বুলানো,Bengali,29
mSBERT,চোখ বোজা,Bengali,29
mSBERT,চোখ বোলানো,Bengali,29
mSBERT,চোখ মটকানো,Bengali,29
mSBERT,মন্দ চোখ,Bengali,29
mSBERT,চোখ মারা,Bengali,29
mSBERT,চোখ রাখা,Bengali,28
mSBERT,চোখ রাঙানো,Bengali,29
mSBERT,চোখ লাল করা,Bengali,29
mSBERT,চোখ লুকানো,Bengali,29
mSBERT,সাদা চোখ,Bengali,29
mSBERT,চোখা উত্তর,Bengali,39
mSBERT,চোখা কথা,Bengali,12
mSBERT,চোখাচোখা,Bengali,29
mSBERT,চোখাচোখা কথা,Bengali,29
mSBERT,চোখাচোখি,Bengali,29
mSBERT,চোখাবুদ্ধি,Bengali,29
mSBERT,চোখামাল,Bengali,12
mSBERT,চোখালোক,Bengali,29
mSBERT,চোখে অন্ধকার দেখা,Bengali,29
mSBERT,চোখে আঙ্গুল দিয়ে দেখানো,Bengali,29
mSBERT,চোখে চশমা ঘরময় খোঁজা,Bengali,44
mSBERT,চোখে চোখ রেখে কথা বলা,Bengali,48
mSBERT,চোখে চোখে কথা,Bengali,48
mSBERT,চোখে চোখে রাখা,Bengali,29
mSBERT,চোখে ছানাবড়া দেখা,Bengali,29
mSBERT,চোখে ঝর্ণার জল,Bengali,29
mSBERT,চোখে ঠুলি পরা,Bengali,29
mSBERT,চোখে ঠেকা,Bengali,29
mSBERT,চোখে ধরা,Bengali,29
mSBERT,চোখে ধূলা দেওয়া,Bengali,29
mSBERT,চোখে ধোঁয়া দেখা,Bengali,29
mSBERT,চোখে পড়া,Bengali,29
mSBERT,চোখে ভেলকি লাগা,Bengali,29
mSBERT,চোখেমুখে কথা বলা,Bengali,48
mSBERT,চোখে লঙ্কা বাটা দিয়ে কান্না,Bengali,2
mSBERT,চোখে লাগা,Bengali,29
mSBERT,চোখে সরিষার ফুল দেখা,Bengali,33
mSBERT,চোখে সাঁতার পানি,Bengali,29
mSBERT,চোখের চামড়া,Bengali,29
mSBERT,চোখের জলে নাকের জলে,Bengali,29
mSBERT,চোখের তারা,Bengali,29
mSBERT,চোখের দেখা,Bengali,29
mSBERT,চোখের দেখা দেখা,Bengali,29
mSBERT,চোখের নেশা,Bengali,29
mSBERT,চোখের পর্দা,Bengali,29
mSBERT,চোখের পলক,Bengali,29
mSBERT,চোখের পুতুল,Bengali,29
mSBERT,চোখের বদলে চোখ,Bengali,29
mSBERT,চোখের বালি,Bengali,29
mSBERT,চোখের ভুল,Bengali,29
mSBERT,চোখের মণি,Bengali,29
mSBERT,চোখের মাথা খাওয়া,Bengali,22
mSBERT,চোট,Bengali,20
mSBERT,চোটপাট করা,Bengali,20
mSBERT,চৌদ্দচাকার রথ দেখানো,Bengali,44
mSBERT,চোদ্দপুরুষ,Bengali,20
mSBERT,চোদ্দপুরুষ তোলা,Bengali,20
mSBERT,চোদ্দপোয়া,Bengali,35
mSBERT,চোদ্দপোয়া হওয়া,Bengali,26
mSBERT,চোদ্দবার,Bengali,44
mSBERT,চোদ্দবুড়ি,Bengali,12
mSBERT,চোপা,Bengali,12
mSBERT,চোয়াল ভাঙ্গা শব্দ,Bengali,12
mSBERT,চোয়াল শক্ত করা,Bengali,26
mSBERT,চোরচূড়ামণি,Bengali,20
mSBERT,চোরছ্যাঁচোড়,Bengali,44
mSBERT,চোর ধরতে চোরকে লাগানো,Bengali,44
mSBERT,চোর পালালে বুদ্ধি বাড়ে,Bengali,26
mSBERT,চোর মচায়ে শোর,Bengali,44
mSBERT,চোর মরে সাত ঘর মজায়,Bengali,44
mSBERT,চোরা,Bengali,31
mSBERT,চোরাকারবার,Bengali,12
mSBERT,চোরাকুঠি,Bengali,12
mSBERT,চোরাগলি,Bengali,12
mSBERT,চোরাগর্ত,Bengali,12
mSBERT,চোরাগোপ্তা,Bengali,20
mSBERT,চোরাচালান,Bengali,35
mSBERT,চোরাকটাক্ষ,Bengali,12
mSBERT,চোরা না শোনে ধর্মের কাহিনি,Bengali,4
mSBERT,চোরাপকেট,Bengali,35
mSBERT,চোরাবালি,Bengali,35
mSBERT,চোরে চোরে কুটুম্বিতা,Bengali,26
mSBERT,চোরে চোরে খালাতো মাসতুতো ভাই,Bengali,1
mSBERT,চোরের উপর বাটপাড়ি,Bengali,44
mSBERT,চোরের ধন বাটপাড়ে খায়,Bengali,44
mSBERT,চোরের মায়ের কান্না,Bengali,44
mSBERT,চোরের মায়ের বড় গলা,Bengali,43
mSBERT,চোরের মার বড় গলা,Bengali,43
mSBERT,চোস্ত,Bengali,12
mSBERT,চৌকশ,Bengali,12
mSBERT,চৌকা গর্তে গোল পেরেক,Bengali,44
mSBERT,চৌকাঠ না মাড়ানো,Bengali,26
mSBERT,চৌঘরি মাত দেখানো,Bengali,44
mSBERT,চৌচির,Bengali,12
mSBERT,চৌপাট,Bengali,44
mSBERT,চৌপর,Bengali,12
mSBERT,চৌপল,Bengali,35
mSBERT,চৌমাথা,Bengali,35
mSBERT,চৌরস কপাল,Bengali,44
mSBERT,চৌরস,Bengali,35
mSBERT,চৌহদ্দি,Bengali,35
mSBERT,চ্যাঙদোলা,Bengali,35
mSBERT,চ্যাঙড়া,Bengali,35
mSBERT,চ্যাঙা-ব্যাঙা,Bengali,12
mSBERT,চ্যাচাঁমেচি,Bengali,1
mSBERT,চ্যাটাং চ্যাটাং,Bengali,1
mSBERT,ছক কাটা,Bengali,20
mSBERT,ছককাটা,Bengali,12
mSBERT,ছক্কাপাঞ্জা,Bengali,35
mSBERT,ছকড়া নকড়া,Bengali,20
mSBERT,ছকবাঁধা,Bengali,20
mSBERT,ছকে দেওয়া,Bengali,20
mSBERT,ছটফট,Bengali,35
mSBERT,ছটফটে,Bengali,35
mSBERT,ছড়ছড়,Bengali,35
mSBERT,ছড়াছড়ি,Bengali,35
mSBERT,ছড়ানো-ছিটানো,Bengali,12
mSBERT,ছড়ি ঘোরানো,Bengali,20
mSBERT,ছত্রখান,Bengali,12
mSBERT,ছত্রছায়া,Bengali,35
mSBERT,ছত্রধর,Bengali,12
mSBERT,ছত্রভঙ্গ,Bengali,20
mSBERT,ছত্রাকার,Bengali,20
mSBERT,ছত্রিশ জাত,Bengali,33
mSBERT,ছত্রিশজাতের কাণ্ড,Bengali,25
mSBERT,ছনছন,Bengali,35
mSBERT,ছনমন,Bengali,20
mSBERT,ছন্দপতন,Bengali,35
mSBERT,ছন্দেবন্দে,Bengali,20
mSBERT,ছন্নছাড়া,Bengali,20
mSBERT,ছপ্পর ফুঁড়ে,Bengali,44
mSBERT,ছয়ের বুড়ি ছয়ের গণ্ডা,Bengali,25
mSBERT,ছবুড়ি ছগণ্ডা,Bengali,44
mSBERT,ছমছম,Bengali,12
mSBERT,"ছয়কে নয়, নয়কে ছয় করা",Bengali,39
mSBERT,ছয়লাপ,Bengali,35
mSBERT,ছরকট,Bengali,12
mSBERT,ছরকুটে,Bengali,12
mSBERT,ছল করা,Bengali,20
mSBERT,ছলচাতুরী,Bengali,1
mSBERT,ছলছুতা,Bengali,35
mSBERT,ছল ধরা,Bengali,44
mSBERT,ছলাকলা,Bengali,35
mSBERT,ছলে-বলে-কৌশলে,Bengali,1
mSBERT,ছাঁকা কথা,Bengali,12
mSBERT,ছাঁকা জল,Bengali,13
mSBERT,ছাঁকা তেলে ভাজা,Bengali,47
mSBERT,ছাঁকা পয়সা,Bengali,1
mSBERT,ছাঁচ,Bengali,35
mSBERT,ছাঁদনদড়ি,Bengali,1
mSBERT,ছাঁদনদড়ি বাহুলতা,Bengali,26
mSBERT,ছাঁদনাতলা,Bengali,1
mSBERT,ছাঁদা বাঁধা,Bengali,44
mSBERT,বাঁধাছাঁদা,Bengali,35
mSBERT,ছাই,Bengali,12
mSBERT,ছাই করা,Bengali,20
mSBERT,ছাই কপালে,Bengali,44
mSBERT,ছাই চাপা আগুন,Bengali,9
mSBERT,ছাই চাপা কপাল,Bengali,44
mSBERT,ছাইপাঁশ,Bengali,25
mSBERT,ছাই পেতে কাটা,Bengali,44
mSBERT,ছাই ফেলতে ভাঙা কুলো,Bengali,12
mSBERT,ছাগল,Bengali,1
mSBERT,ছাগলদাড়ি,Bengali,1
mSBERT,ছাগল দিয়ে চাষ করা,Bengali,33
mSBERT,ছাগলের তৃতীয়সন্তান,Bengali,25
mSBERT,ছাটকাট,Bengali,35
mSBERT,ছাঁটকাট,Bengali,1
mSBERT,ছাড়ছোড়,Bengali,20
mSBERT,ছাড়া-ছাড়া,Bengali,20
mSBERT,ছাড়াছাড়া,Bengali,20
mSBERT,ছাড়াছাড়া কথা,Bengali,26
mSBERT,ছাড়াছাড়ি,Bengali,20
mSBERT,ছাড়ান-ছোড়ান,Bengali,1
mSBERT,ছাতা দিয়ে মাথা রাখা,Bengali,22
mSBERT,ছাতা ধরা,Bengali,44
mSBERT,ছাতারে পাখি,Bengali,44
mSBERT,ছাতারে কীর্তন,Bengali,44
mSBERT,বুকের ছাতি,Bengali,44
mSBERT,ছাতি ফোলানো,Bengali,35
mSBERT,ছাতু করা,Bengali,35
mSBERT,ছাতু,Bengali,35
mSBERT,ছাতুখোর,Bengali,1
mSBERT,ছাতুর হাঁড়িতে বাড়ি পড়া,Bengali,25
mSBERT,ছানাপোনা,Bengali,35
mSBERT,ছানাবড়া,Bengali,35
mSBERT,ছাপাছাপি,Bengali,35
mSBERT,ছাপোষা,Bengali,35
mSBERT,ছাপোষা কেরানী,Bengali,1
mSBERT,মেঘের ছায়া,Bengali,44
mSBERT,ছায়া আর কায়া,Bengali,25
mSBERT,ছায়া মাড়ানো,Bengali,25
mSBERT,ছায়াতে ভূত দেখা,Bengali,44
mSBERT,ছায়ার পিছনে ছোটা,Bengali,44
mSBERT,ছায়ার সাথে যুদ্ধ,Bengali,25
mSBERT,ছারখার,Bengali,1
mSBERT,ছারপোকা,Bengali,1
mSBERT,ছারপোকার বিয়ে,Bengali,25
mSBERT,পিঠের ছাল ছাড়ানো,Bengali,44
mSBERT,ছাল নেই কুত্তা নাম তার বাঘা,Bengali,43
mSBERT,ছালপাতলা,Bengali,44
mSBERT,ছালপুরু,Bengali,1
mSBERT,ছিঁচকে চোর,Bengali,12
mSBERT,ছিঁচকাঁদুনে,Bengali,12
mSBERT,ছিঁড়াখোঁড়া,Bengali,12
mSBERT,ছিঁড়াছিঁড়ি,Bengali,12
mSBERT,ছিছি করা,Bengali,12
mSBERT,ছিকলি কাটা টিয়ে,Bengali,44
mSBERT,ছিট,Bengali,20
mSBERT,ছিটকে পড়া,Bengali,20
mSBERT,ছিটেফোঁটা,Bengali,12
mSBERT,ছিটেবেড়া,Bengali,12
mSBERT,ছিদ্রান্বেষণ,Bengali,26
mSBERT,ছিদ্রদর্শী,Bengali,26
mSBERT,ছিনেজোঁক,Bengali,12
mSBERT,ছিনালি,Bengali,35
mSBERT,ছিনিমিনি খেলা,Bengali,38
mSBERT,ছিন্নভিন্ন,Bengali,20
mSBERT,ছিন্নমূল,Bengali,20
mSBERT,ছিপছিপা,Bengali,12
mSBERT,ছিপাছিপি,Bengali,35
mSBERT,ছিমছাম,Bengali,12
mSBERT,ছিরি,Bengali,12
mSBERT,ছিরিছাঁদ,Bengali,1
mSBERT,ছুঁচিবাই,Bengali,35
mSBERT,ছুঁচো,Bengali,12
mSBERT,সাপের ছুঁচো গেলা,Bengali,43
mSBERT,ছুঁচো মেরে হাত গন্ধ,Bengali,12
mSBERT,ছুঁচোর কচাকচি,Bengali,35
mSBERT,পেটে ছুঁচোর কচাকচি,Bengali,37
mSBERT,ছুঁচোর গলায় চন্দ্রহার,Bengali,25
mSBERT,ছুঁতমার্গ,Bengali,35
mSBERT,ছুটি,Bengali,3
mSBERT,ছুট,Bengali,38
mSBERT,ছুটকা,Bengali,12
mSBERT,ছুটকারা,Bengali,12
mSBERT,ছুটকি,Bengali,12
mSBERT,ছুটকো,Bengali,12
mSBERT,ছুটকো-ছাটকা,Bengali,35
mSBERT,ছুটমুখ,Bengali,12
mSBERT,ছুতোনতা,Bengali,20
mSBERT,ছুপা রুস্তম,Bengali,1
mSBERT,গলায় ছুরি দেওয়া/চালানো,Bengali,2
mSBERT,ছেঁকে ধরা,Bengali,12
