id,idiom_src,meaning_src,idiom_tgt,meaning_tgt,confidence,verified,lang_pair
572,আলেয়ার আলো,দুর্লভ বা বিভ্রান্তিকর বস্তু; ধাঁধা; প্রহেলিকা; মিথ্যা মায়া,सुनहरा मौका,A rare and excellent chance.,HIGH,False,bn-hi
573,আলেয়ার পিছনে ছোটা,দুর্লভ বস্তুর পিছনে ছোটা,नौ सौ चूहे खाके बिल्ली हज को चली,To display saintly behaviour after committing many sins; a hypocrite turning pious.,HIGH,False,bn-hi
574,আলোয় আলোয়,দিনেদিনে; দিন থাকতে থাকতে,दाल में कुछ काला होना,Something suspicious is going on; there is something fishy about the situation.,HIGH,False,bn-hi
575,আল্লাকা পেয়ারা হো গয়া,মারা গেছেন,जिसकी लाठी उसकी भैंस,Might is right; those with power can do as they please.,HIGH,False,bn-hi
576,আল্লার কুদরত,অলৌকিক কাণ্ড,"न नौ मन तेल होगा, न राधा नाचेगी",An event will not occur because the prerequisite conditions will not be fulfilled.,HIGH,False,bn-hi
580,আশমান-জমিন ফারাক,দূরতিক্রম্য ব্যবধান; বিশাল পার্থক্য,जमीन आसमान का फर्क,A vast difference; poles apart.,HIGH,False,bn-hi
581,আশমানের চাঁদ হাতে পাওয়া,দুষ্প্রাপ্য জিনিস লাভ করা,टेड़ी खीर होना,A very difficult task; something that is extremely challenging to accomplish.,HIGH,False,bn-hi
582,আশাবধি কে গতঃ,আশা অনন্ত ও অসীম; তার শেষসীমায় কেউ পৌঁছাতে পারে না,जिसकी लाठी उसकी भैंस,Might is right; those with power can do as they please.,HIGH,False,bn-hi
583,আশীসিক্কা ওজনের চড়,প্রচণ্ড চপেটাঘাত,आकाश चूमना,To reach great heights; to achieve tremendous success or progress.,HIGH,False,bn-hi
585,আষ্টেপৃষ্ঠে,চারিদিক থেকে; সর্বাঙ্গ ঘিরে; সারা অঙ্গে,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
586,আসকে খেয়েছে ফোঁড় গণেনি,গায়ে ফুঁ দিয়ে বেড়ানো দায়িত্বজ্ঞানহীন ব্যক্তি,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
587,আসতে কাটে যেতে কাটে,উভয়সঙ্কট; যে অবস্থা থেকে সহজে নিস্তার পাওয়া যায় না,नौ दो ग्यारह होना,To run away; to flee or escape from a situation.,HIGH,False,bn-hi
589,আসন টলা,ক্ষমতা হারানোর উপক্রম,जिसकी लाठी उसकी भैंस,Might is right; those with power can do as they please.,HIGH,False,bn-hi
590,আসন্নকাল,বিপদকাল; মরণকাল,मक्खी मारना,To be idle; to waste time doing nothing.,HIGH,False,bn-hi
592,আসমানের চাঁদ হাতে পাওয়া,দুষ্প্রাপ্য জিনিস লাভ করা,टेड़ी खीर होना,A very difficult task; something that is extremely challenging to accomplish.,HIGH,False,bn-hi
593,আসর গরম করা,বিচিত্র কথাবার্তায় উদ্দীপনা সৃষ্টি করা; সরস কথায় সভায় উপস্থিত সকলকে মোহিত করা,धाक जमाना,To create a strong impression; to command respect through force of personality.,HIGH,False,bn-hi
594,আসর জমানো,আসরে নিজেকে প্রতিষ্ঠিত করা; বাকচাতুর্য এবং হাস্যপরিহাসে আসরকে আনন্দোচ্ছল করা,सिक्का जमाना,To make an immediate and lasting impact; to establish authority or credibility.,HIGH,False,bn-hi
595,আসরে নামা,কাজে অবতীর্ণ হওয়া,आसमान से गिरा खजूर में अटका,Out of one trouble and into another; from the frying pan into the fire.,HIGH,False,bn-hi
596,আসল থেকে সুদের কদর বেশি,বাবা-মায়ের কাছে ছেলে-মেয়ে থেকে নাতি-নাতনির টান বেশি।,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
597,আসা-যাওয়া,ক্ষতিবৃদ্ধি হওয়া,कुएँ का मेंढक,Someone with a very limited outlook or narrow experience of the world.,HIGH,False,bn-hi
598,আসানসোলে কয়লা চালান,যার আছে তাকে আরও দেওয়া; তোষামোদ করা,बन्दर क्या जाने अदरक का स्वाद,Don't expect appreciation from those who have no capacity to understand value.,HIGH,False,bn-hi
599,আসে যায়,গুরুত্বহীন; তাৎপর্যহীন,बन्दर क्या जाने अदरक का स्वाद,Don't expect appreciation from those who have no capacity to understand value.,HIGH,False,bn-hi
600,আসতে যেতে গলা কাটা,সকলব্যবহারেই বঞ্চনা করা,आंखों में धूल झोंकना,To deceive someone; to pull wool over someone's eyes.,HIGH,False,bn-hi
601,আস্ত কেউটে,ভয়ানক বিপজ্জনক লোক,राख में दबा कोयला,A person who appears harmless but is dangerous inside.,HIGH,False,bn-hi
602,আস্ত-না-রাখা,মেরে হাড়গোড় গুড়িয়ে দেওয়া,गड़े मुरदे उखाड़ना,To bring up past issues that are long forgotten.,HIGH,False,bn-hi
603,আস্ত পাগল,পুরাদস্তুর পাগল,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
604,আস্ত হনুমান,বিদ্রুপে সকল অপকর্মের হোতা,अम्बर के तारे गिनना,To stay awake all night; unable to sleep.,HIGH,False,bn-hi
605,আস্ত শয়তান,চুড়ান্ত শয়তান; শয়তানের সর্দার,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
606,আস্তানা গাড়া,সাময়িকভাবে কোথাও বসবাস শুরু করা,श्री गणेश करना,To begin something auspicious; to start a new venture.,HIGH,False,bn-hi
607,আস্তিন গুটানো,মারামারি করতে উদ্যত; ভয় দেখানো,आँखें दिखाना,To express anger or to scold someone through threatening gestures.,HIGH,False,bn-hi
608,"আহামরি নয়, হ্যাক-থুও নয়",মাঝারিধরনের,ऊँची दुकान फीका पकवान,Appearances can be deceptive; a grand exterior but poor quality inside.,HIGH,False,bn-hi
609,আহাম্মকের গলায় দড়ি,আহাম্মক বারবার দোষ করে ও শাস্তি পায়,उल्लू बनाना,To make a fool of someone; to dupe or trick someone.,HIGH,False,bn-hi
610,আহারনিদ্রা,যাবতীয়/সব কাজ,घोड़ा बेचकर सोना,To be free from all worries; to sleep peacefully.,HIGH,False,bn-hi
611,সপ্তপদী মৈত্রী,যার সাথে সাত পা হাঁটা যায় তার সাথে বন্ধুত্ব হয়,जिसकी लाठी उसकी भैंस,Might is right; those with power can do as they please.,HIGH,False,bn-hi
612,আহ্লাদী পুতুল,অন্যায় আবদারকারী শিশু,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
613,আহ্লাদে আটখানা,অত্যন্ত খুশি; আনন্দে আত্মহারা,गोद में खेलना,To be extremely close and intimate with someone.,HIGH,False,bn-hi
615,আহ্লাদে ফুটকড়াই,আনন্দের আতিশয্যে অত্যধিক বাকস্ফূর্তি,अँगारे बरसना,To be scorching hot; extreme heat of the sun.,HIGH,False,bn-hi
616,আহ্লাদে ফুটিফাটা,হেসে লুটোপুটি,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
617,আহ্লাদের প্রহ্লাদ,আদরের সন্তান,आँख का तारा,To be the most beloved person; someone cherished above all others (apple of one's eye).,HIGH,False,bn-hi
618,ইঁচড়ে পাকা,ডেঁপো; ফাজিল; বখাট; বয়সের তুলনায় বেশি পাকা; বালকবয়সে বড়দের মত আচরণ করে; অকালপক্ব; পোঁদপাকা,चादर से बाहर पैर फैलाना,To live beyond one's means; to spend more than one can afford.,HIGH,False,bn-hi
619,ইঁদুর কপালে,নিতান্ত মন্দভাগ্য,अँगारे बरसना,To be scorching hot; extreme heat of the sun.,HIGH,False,bn-hi
620,ইঁদুর কলে পড়া,লোভ করতে গিয়ে ফাঁদে পড়া,आँख चुराना,To hide out of shame; to avoid eye contact due to embarrassment or guilt.,HIGH,False,bn-hi
621,ইঁদুর-বিড়াল দৌড়,পরস্পরকে টেক্কা দেওয়ার প্রতিযোগিতা; স্বার্থসিদ্ধির বা নিজের উন্নতির জন্য বেপরোয়া প্রতিযোগিতা,अपना उल्लू सीधा करना,To achieve one's own selfish motive; to act in self-interest without regard for others.,HIGH,False,bn-hi
622,ইঙ্গ-বঙ্গ ভাষা,ইংরাজী ও বাংলা মিশানো ইংলা বা বাংরাজী ভাষা; স্বাধীনতার পর এই বলা-কওয়া খিচুড়িভাষার যথেষ্ট বাড়বাড়ন্ত,अब पछताए होत क्या जब चिड़िया चुग गई खेत,It is no use feeling sorry after something bad has happened (like crying over spilt milk).,HIGH,False,bn-hi
623,ইচ্ছে থাকলে উপায় হয়,প্রবল ইচ্ছা থাকলে কঠিন কাজও সম্পন্ন হয়,जिसकी लाठी उसकी भैंस,Might is right; those with power can do as they please.,HIGH,False,bn-hi
626,ইটের বদলে পাটকেল,ক্রিয়ার প্রতিক্রিয়া; আঘাত করলে প্রত্যাঘাত পেতে হয়; দুর্ব্যবহার করলে দুর্ব্যবহার প্রাপ্য হয়,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
627,ইটের জবাব পাথরে দেওয়া,ক্রিয়ার কড়া প্রতিক্রিয়া দেওয়া,ईंट का जबाब पत्थर से देना,An eye for an eye; to retaliate with full force; to give a fitting reply.,HIGH,False,bn-hi
628,"ইটে নেই, ভিটে নেই",ঘরদোর চালচুলো কিছুই নেই এমন,काला अक्षर भैंस बराबर,To be completely illiterate; to have no education.,HIGH,False,bn-hi
629,ইতরবিশেষ,অন্য থেকে পার্থক্য; কমবেশি প্রভেদ; সামান্য পার্থক্য,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
630,ইতিউতি,নানা দিক ভাবার্থে অনুকার শব্দ; এদিক-ওদিক; এখানে সেখানে,अक्ल का दुश्मन होना,To be extremely foolish; to act in a way that defies all logic and reason.,HIGH,False,bn-hi
631,ইতিকর্তব্যবিমূঢ়,উপস্থিত কি করতে হবে তা নির্ণয়ে অসমর্থ,छपाक से पानी में गिरना,To do something abruptly; to jump into a situation without thinking.,HIGH,False,bn-hi
632,ইতি গজঃ,আংশিক সত্যের আবরণে মিথ্যাভাষণ,दूध का दूध पानी का पानी हो जाना,The truth will surface; justice will be done and the facts will become clear.,HIGH,False,bn-hi
633,ইতো নষ্ট স্ততো ভ্রষ্ট,সমস্ত কিছুই পণ্ড হওয়া,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
634,ইদের চাঁদ,অতি কাঙ্ক্ষিত বস্তু,अंग-अंग फूले न समाना,To be overjoyed; extremely delighted.,HIGH,False,bn-hi
637,ইনসাফ,পক্ষপাতহীন; ন্যায়বিচার; সুবিচার,दूध का दूध पानी का पानी,Complete justice; truth separated from falsehood.,HIGH,False,bn-hi
638,ইনিয়ে বিনিয়ে,নানাপ্রকারে ভাবার্থে অনুকার শব্দ; অনুনয়-বিনয় করে; ঘুরিয়ে ফিরিয়ে; নানাভাবে পল্লবিত করে,होश ठिकाने लगाना,To make someone realize the error of their ways; to bring someone back to their senses.,HIGH,False,bn-hi
641,ইন্তেজার,আগ্রহের সঙ্গে অপেক্ষা প্রতীক্ষা,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
644,ইন্দ্রপতন,কোন মহামানবের মৃত্যু; শীর্ষস্থানীয় লোকের মৃত্যু,आँख का तारा,To be the most beloved person; someone cherished above all others (apple of one's eye).,HIGH,False,bn-hi
645,ইন্দ্রপুরী,ঐশ্বর্য্যপূর্ণ বিশাল প্রাসাদ,ईंट का जबाब पत्थर से देना,An eye for an eye; to retaliate with full force; to give a fitting reply.,HIGH,False,bn-hi
647,ইন্দ্রলুপ্ত,মাথাভর্তি টাক,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
648,ইন্দ্রীয়দোষ,ইন্দ্রীয়ের উচ্ছৃখলতা; কামনাবাসনার আধিক্য; লাম্পট্য,मन मारना,To control one's desires; to suppress emotions.,HIGH,False,bn-hi
649,ইন্দ্রের শচী,যখন যার কাছে থাকে তখন তার; পরের চাটুকারী করে জীবিকা নির্বাহকারী,किताबी कीड़ा,Someone who studies all the time; a bookworm engrossed in academic pursuits.,HIGH,False,bn-hi
653,ইয়াঙ্কি কালচার,বিদ্রুপে আমেরিকান আচার-ব্যবহার,लकीर का फ़कीर होना,To follow old customs blindly; to be unoriginal.,HIGH,False,bn-hi
655,ইলশেগুড়ি,"গুড়িগুড়ি বৃষ্টি; এইরকম বৃষ্টির সময়ে জালে বেশি ইলিশ মাছ ধরা পড়ে, এরকম ধারণা",गड़े मुरदे उखाड़ना,To bring up past issues that are long forgotten.,HIGH,False,bn-hi
656,এলাজ,রোগের উপশম বা চিকিৎসা,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
657,ইলাহী কাণ্ড,বিরাট ব্যাপার; মহাধুমধাম,आकाश चूमना,To reach great heights; to achieve tremendous success or progress.,HIGH,False,bn-hi
658,ইলাহী খরচ,মাত্রাতিরিক্ত খরচ,उल्लू सीधा करना,"To serve one's own selfish purpose, often by unfair means.",HIGH,False,bn-hi
659,ইলাহী রাত,মহরমের জাগরণের রাত; যে রাত আর শেষ হতে চায় না,टेड़ी खीर होना,A very difficult task; something that is extremely challenging to accomplish.,HIGH,False,bn-hi
661,ইল্লতি কাণ্ডকারখানা,নোংরা ব্যাপারস্যাপার,कीचड़ उछालना,To defame someone; to make dirty allegations.,HIGH,False,bn-hi
664,ইষ্টিকুটুম্ব,আত্মীয়স্বজন,चोली-दामन का साथ,A very close and inseparable relationship.,HIGH,False,bn-hi
668,ইষ্টসিদ্ধি,অভীষ্ট বস্তু বা বিষয় লাভ,एक अनार सौ बीमार,When something scarce is desired by many people; too many claimants for a limited resource.,HIGH,False,bn-hi
669,জুতা-সেলাই লাগাত চণ্ডীপাঠ,সংসারের যাবতীয় ছোটবড় ভালমন্দ কাজ,खट्टे-मीठे दिन देखना,To experience both good and bad times in life.,HIGH,False,bn-hi
670,ইস্তক-নাগাদ,শুরু থেকে শেষপর্যন্ত,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
671,ইস্পার কি উস্পার,চরম নিস্পত্তি,अँगारे बरसना,To be scorching hot; extreme heat of the sun.,HIGH,False,bn-hi
673,ঈদের চাঁদ,আকাঙ্ক্ষিত বস্তু,एक अनार सौ बीमार,When something scarce is desired by many people; too many claimants for a limited resource.,HIGH,False,bn-hi
677,উঁচকপালে,সৌভাগ্যবান ব্যক্তি,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
678,উঁচি দোকান ফীকি পান,দেখনদারী; বাইরের আড়ম্বরমাত্র,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
679,উঁচুগাছে ঝড় বেশী,বড়কেই সংসারের সব ঝক্কিঝামেলা সামলাতে হয়,अम्बर के तारे गिनना,To stay awake all night; unable to sleep.,HIGH,False,bn-hi
680,উঁচুগাছেই মই বাঁধা,ফললাভের আশায় থাকলে যেখানে সম্ভাবনা বেশি সেখানেই উপস্থিত থাকতে হয়,अपना उल्लू सीधा करना,To achieve one's own selfish motive; to act in self-interest without regard for others.,HIGH,False,bn-hi
683,উকিলি বুদ্ধি,অতি চালাকি,बूटी काढ़ना,To devise a cunning plan; to concoct a scheme.,HIGH,False,bn-hi
684,উকুন বাছা,অকাজ করা,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
685,উকুনের দায়ে মাথা মুড়ানো,তুচ্ছবিপদের মারাত্মক আকার ধারণ করা,राई का पहाड़ बनाना,To exaggerate a trivial issue; to make a mountain out of a molehill.,HIGH,False,bn-hi
686,উক্তস্য পুনঃ কথনং,কথিত বিষয়ের পুনরুক্তি,घर की मुर्गी दाल बराबर,To undervalue what one already has; a familiar thing is not appreciated.,HIGH,False,bn-hi
688,উগ্রমূর্তি,সর্বদা মারমুখি,ढाक के तीन पात,Something that always remains the same; a perennial problem.,HIGH,False,bn-hi
689,উচট খেয়ে প্রণাম,অনিচ্ছায় প্রণাম,पैर भारी होना,To feel reluctant to move.,HIGH,False,bn-hi
690,উচ্চভাষী,কড়া বা রূঢ় ভাষী; প্রগল্ভ,नाक में दम होना,To be extremely confident and self-assured; to have arrogant confidence.,HIGH,False,bn-hi
692,উচ্ছিষ্টভোজী,তোষামোদ করে অন্যের অনুগ্রহলাভকারী; পরমুখাপেক্ষী; হীন মনোবৃত্তির লোক,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
695,উজবুক,আহাম্মক; নির্বোধ; মূর্খ,आँख का तारा,To be the most beloved person; someone cherished above all others (apple of one's eye).,HIGH,False,bn-hi
696,উজাড় বনে শিয়ালরাজা,যেখানে বাধা দেবার কেউ নেই সেখানে নগণ্য কর্তৃত্ব করে,अंधेर नगरी चौपट राजा,A place or situation where there is total chaos and no justice.,HIGH,False,bn-hi
698,উজানে গুণ টানা,নিয়ত বাধা ডিঙিয়ে কাজ করা,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
699,উজানের কই,সহজলভ্য বস্তু,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
700,উঞ্ছবৃত্তি,তুচ্ছ/হীন জীবিকা; স্বল্প আয়ে জীবনযাপন,बाल की खाल निकालना,To split hairs; to make unnecessarily fine distinctions or find trivial faults.,HIGH,False,bn-hi
702,উটকা নারী,স্বামীগৃহ ছেড়ে পিতৃগৃহে চলে যেতে চায় এমন নারী,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
703,উটকে মুখে জিরা,প্রয়োজনকালে ন্যূনতম বিধান; প্রয়োজনের তুলনায় অনেক কম প্রাপ্তি,अंधों में काना राजा,A person with limited ability appears impressive among those with even less ability.,HIGH,False,bn-hi
705,উটকোমুখো,কুতসিৎ; কদাকার; কিম্ভূতকিমাকার,"हाथी के दांत दिखाने के और, खाने के और",To be a hypocrite; to have a different public appearance from one's real intentions.,HIGH,False,bn-hi
706,উঠ ছুঁড়ি তোর বিয়ে,আকস্মিকতা বোঝানো; চটজলদি সিদ্ধান্ত; বিনাপ্রস্তুতিতে কোন কাজ করার ডাক,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
707,উটের কাঁটাভোজ,অল্পসুখের জন্য বেশি কষ্ট স্বীকার,ऊंट के मुँह में जीरा,A very small amount for a very large need; too little too late.,HIGH,False,bn-hi
709,উঠতি বয়স,বয়ঃপ্রাপ্ত হচ্ছে এমন; যৌবনের প্রারম্ভ,बुढ़ापे की लाठी,The sole support in old age (usually a son or daughter).,HIGH,False,bn-hi
710,উঠতি বাজার,বাজার চড়া,मँहगाई का ज़माना,A period when prices are very high.,HIGH,False,bn-hi
711,উঠতে বসতে,যখন তখন; সবসময়,किताबी कीड़ा,Someone who studies all the time; a bookworm engrossed in academic pursuits.,HIGH,False,bn-hi
712,উঠন্তমুলোর পত্তনিতে চেনা,কাজের আরম্ভ দেখেই পরিণাম আন্দাজ করা যায়,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
713,উঠবস,বিদ্যালয়ে শাস্তি দেওয়ার জন্য বারবার উঠা বসার আদেশ,आग लगाना,To stir up trouble; to create chaos or instigate conflict.,HIGH,False,bn-hi
714,উঠল বাই তো কটক যাই,"চটজলদি সিদ্ধান্ত, বিচার-বিবেচনার অবকাশ নেই",अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
715,উঠাবসা,অন্তরঙ্গতা; একসাথে থাকা,खिचड़ी पकाना,To make a secret plan; to conspire or scheme together privately.,HIGH,False,bn-hi
716,উঠান চাষা,অকাজ বা অকিঞ্চিৎকর কাজ করা,अपनी खिचड़ी अलग पकाना,To work in isolation; to do things in your own way without regard for others.,HIGH,False,bn-hi
718,উঠান পেরুলেই অর্ধেক সফর,কাজ শুরু হলেই অর্ধেক কাজ শেষ হয়ে যায়,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
720,উঠি-কি-পড়ি,অতিদ্রুত; ঊর্ধ্বশ্বাসে; ত্রস্তব্যস্ত; ব্যস্তসমস্ত,आकाश चूमना,To reach great heights; to achieve tremendous success or progress.,HIGH,False,bn-hi
721,উঠিত-পতিত,"কোন বছর চাষ হয়, কোন বছর চাষ হয় না এমন জমি",आँख का तारा,To be the most beloved person; someone cherished above all others (apple of one's eye).,HIGH,False,bn-hi
722,উঠে পড়ে লাগা,পূর্ণোদ্যমে কাজে লাগা; সব বাধা অতিক্রম করে কোন কাজ করার চেষ্টা করা,आसमान सिर पर उठा लेना,To take on a very difficult task; to attempt the impossible.,HIGH,False,bn-hi
723,উড়নচণ্ডী,অমিতব্যয়ী; লক্ষ্মীছাড়া; সম্পত্তি নষ্টকারী,एक तीर से दो निशाने लगाना,To kill two birds with one stone; to solve two problems with a single action.,HIGH,False,bn-hi
724,উড়নপেকে,অপব্যয়ী,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
725,উড়ে এসে জুড়ে বসা,হঠাৎ এসে সর্বময় কর্তা হয়ে বসা; অনধিকারীর অধিকার,"शैतान का नाम लिया, शैतान हाजिर",Speak of the devil; the person you were just talking about suddenly appears.,HIGH,False,bn-hi
727,উড়ো খই গোবিন্দায় নমঃ,অনিচ্ছায় সৎকার্য করা,पाँचों उँगलियाँ घी में होना,To be very prosperous; to enjoy abundant wealth and good fortune.,HIGH,False,bn-hi
729,উৎকপালী,কদাকার/কুলক্ষণা/মন্দভাগ্যযুক্তা নারী,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
730,উৎকর্ণ,শোনার জন্য কান খাড়া করে আছে এমন,मुर्दे का बदन सूजना,To be puffed up with pride; unwarranted arrogance.,HIGH,False,bn-hi
731,উৎকলিকাকুল,অতিশয় উদ্বিগ্ন,अंग-अंग फूले न समाना,To be overjoyed; extremely delighted.,HIGH,False,bn-hi
733,উৎপাতের কড়ি চিৎপাতে যায়,অন্যায় পথে অর্জিত অর্থ বাজে কাজে নষ্ট হয়,पाँचों उँगलियाँ घी में होना,To be very prosperous; to enjoy abundant wealth and good fortune.,HIGH,False,bn-hi
735,উত্তমমধ্যম দেওয়া,আচ্ছা করে পিটুনি দেওয়া; প্রচুর প্রহার করা,ईंट का जबाब पत्थर से देना,An eye for an eye; to retaliate with full force; to give a fitting reply.,HIGH,False,bn-hi
737,উত্তরসূরি,পরবর্তীকালের জ্ঞানীগুণী বা পণ্ডিতমণ্ডলী,गाँठ बाँधना,To save money; to keep something for future use.,HIGH,False,bn-hi
739,উথালপাথাল,ওলট-পালট; বিক্ষুব্ধ; বিপর্যস্ত,दिन में तारे दिखना,To be shocked or stunned; to experience extreme distress or bewilderment.,HIGH,False,bn-hi
740,উদয়াস্ত,দিনভর; সারাদিন,अम्बर के तारे गिनना,To stay awake all night; unable to sleep.,HIGH,False,bn-hi
741,উদর চিরলে ক বেরোয় না,মহামূর্খ,अँगारे बरसना,To be scorching hot; extreme heat of the sun.,HIGH,False,bn-hi
742,উদরপরায়ণ,খেতে পছন্দ করে এমন; পেটুক,मुँह न लगना,To not feel like eating; to have no appetite.,HIGH,False,bn-hi
743,উদরপূর্তি,পেট ভরে আহার,अपना उल्लू सीधा करना,To achieve one's own selfish motive; to act in self-interest without regard for others.,HIGH,False,bn-hi
744,উদরসর্বস্ব,মহাপেটুক; কেবল খাই খাই করে,अपनी ही धुन में रहना,To be self-absorbed; to care only about one's own thoughts.,HIGH,False,bn-hi
745,উধো,আহাম্মক; ক্যাবলা; বুদ্ধিহীন; বোকাসোকা; মাথাপাগলা; মুর্খ; হাবাগোবা,उल्लू का पट्ठा,A fool; a stupid person.,HIGH,False,bn-hi
746,উধোর পিণ্ডি বুধোর ঘাড়ে,একজনের দায় বা দোষ অন্য একজন নিরীহ নির্দোষ ব্যক্তির ঘাড়ে অন্যায়ভাবে বা তার অজ্ঞাতসারে চাপানো,कोल्हू का बैल,A person who works very hard without any rest or recognition.,HIGH,False,bn-hi
749,কোটি চৌষট্টি পদের রান্না,অসংখ্য পদের রান্না সম্পূর্ণ; এলাহি আয়োজনে কোন কিছুই বাদ নেই,आँख चुराना,To hide out of shame; to avoid eye contact due to embarrassment or guilt.,HIGH,False,bn-hi
752,উনপাঁজুরে বরাখুরে,উড়ণচণ্ডে; লক্ষ্মীছাড়া; হতভাগা – গালিবিশেষ,जख्म पर नमक छिड़कना,To make a painful situation even worse; to add insult to injury.,HIGH,False,bn-hi
753,উনভাতে দুনো বল,অল্প বা আধপেটা খেলে শরীর ভালো থাকে,घर की मुर्गी दाल बराबर,To undervalue what one already has; a familiar thing is not appreciated.,HIGH,False,bn-hi
755,উনিশ বিশ,"ইতরবিশেষ; তুচ্ছ প্রভেদ, সামান্য পার্থক্য; সমতুল্য",उन्नीस बीस का अंतर होना,An imperceptible or negligible difference; practically the same.,HIGH,False,bn-hi
756,উনিশ-বিশ,বিপুলভারের উপর অতিরিক্ত সামান্যভার কিছুই মনে হয় না,ऊंट के मुँह में जीरा,A very small amount for a very large need; too little too late.,HIGH,False,bn-hi
757,উনিশ-বিশ করা,এদিক-ওদিক করা; পক্ষপাতিত্ব করা,खाक छानना,To wander around aimlessly without any purpose or direction.,HIGH,False,bn-hi
758,উন্নাসিক,অবজ্ঞায় নাক উঁচু করে এমন; সবকিছুকে তুচ্ছ মনে করে এমন; দাম্ভিক,अपना उल्लू सीधा करना,To achieve one's own selfish motive; to act in self-interest without regard for others.,HIGH,False,bn-hi
761,উপযাচক,স্বতঃপ্রবৃত্ত হয়ে উপকার করে এমন,दो नाव में सवार होना,To try to benefit from two sides simultaneously; to be unreliable or disloyal.,HIGH,False,bn-hi
762,উপযাচিকা,যে নারী স্বতঃপ্রবৃত্ত হয়ে প্রণয় প্রার্থনা করে,कान का उल्लू होना,To be a foolish or naive person who is easily fooled.,HIGH,False,bn-hi
763,উপর উপর,অল্পবিস্তর; একটু-আধটু; কিছুকিছু; ভাসাভাসা,ऊंट के मुँह में जीरा,A very small amount for a very large need; too little too late.,HIGH,False,bn-hi
765,উপরচড়া,অকারণে গায়ে পড়ে ঝগড়া করে এমন,अक्ल का दुश्मन,A foolish person; someone who acts without thinking.,HIGH,False,bn-hi
766,উপরচাপ,উপরওয়ালার আদেশ,चौड़े बेंकर सोना,To be free from all worries; to be completely carefree.,HIGH,False,bn-hi
767,উপরচাল,"অতিরিক্ত চালাকি, চতুর প্রতিপক্ষকে জব্দ করার মত পাল্টা চাতুরী",काम निकालना,"To get one's purpose served, usually by clever means.",HIGH,False,bn-hi
768,উপরচালা,দেখনদারী; লোক দেখানো বুদ্ধিমত্তা/ভাবভঙ্গী,धूप में बाल सफ़ेद होना,To be inexperienced; to have gained no wisdom despite age.,HIGH,False,bn-hi
769,উপরতলা,ধনিক বা বিত্তশালী ব্যক্তির অবস্থান বা সামাজিক স্তর,अपने पाँव पर कुल्हाड़ी मारना,To harm oneself; to jeopardize one's own position or interests.,HIGH,False,bn-hi
770,উপর-নজর,পরপুরুষ বা পরনারীর প্রতি দৃষ্টিপাত; কুদৃষ্টি,ईंट का जबाब पत्थर से देना,An eye for an eye; to retaliate with full force; to give a fitting reply.,HIGH,False,bn-hi
