id,idiom_src,meaning_src,idiom_tgt,meaning_tgt,confidence,verified,lang_pair
420,আঠারো আনা,অতি নিশ্চয়তা; যথেষ্ট সম্ভাবনা,खून खौलना,To feel extreme anger.,HIGH,False,bn-hi
421,আঠারো ঘা,নানাপ্রকার ঘা বা ব্যাধিতে আক্রান্ত,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
422,আঠারো মাসে বছর,অকর্মণ্যতা; আলস্য; কুঁড়েমি; দীর্ঘসূত্রতা; অহেতুক কালক্ষেপণের ফলে কাজে বিলম্ব,दीवारों के कान होना,Confidential matters may be overheard.,HIGH,False,bn-hi
428,আড়কালা,এক কানে শুনতে পারে না এমন,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
432,আড়বুঝ,বিপরীত বুদ্ধি; বাঁকা বুদ্ধি; উল্টা বোঝে এমন,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
434,আড়মোড়া ভাঙা,ঘুম থেকে উঠে শরীরের আড়ষ্টভাব কাটান,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
437,আড়া,বক্রস্বভাবের লোক,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
441,আড়াই হাত তালগাছের,কোনো কাজের শেষ এবং সবচেয়ে কঠিন অংশ,तिनके का सहारा,A small help in a difficult situation.,HIGH,False,bn-hi
444,আড়েহাতে লওয়া,প্রতিশোধ নেওয়া; ভীষণ শত্রুতা করা,दिल पर लेना,To take something personally.,HIGH,False,bn-hi
445,আড়েহাতে লাগা,উঠেপড়ে লাগা; উৎসাহের সঙ্গে; প্রাণপণে চেষ্টা করা,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
446,আণ্ডাবাচ্চা,"ছোটছোট শিশুসন্তান, ক্রোড়স্থ সন্তান",छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
450,আতুপুতু করা,অতিরিক্ত যত্ন করা; আদরযত্ন বা সাবধানতার বাড়াবাড়ি করা; সন্তানপালনে যত্ন ও সতর্কতার বাড়াবাড়ি,दिल पर लेना,To take something personally.,HIGH,False,bn-hi
451,আত্মঘোষ,যে নিজের ঢাক নিজেই পেটায়,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
452,আত্মঘোষ,যে নিজের ঢাক নিজেই পেটায়,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
454,আত্মবৎ মন্যতে জগৎ,আপনার আয়নায় জগৎ দেখা,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
455,আত্মবৎ সর্বভূতেষু,সকল প্রাণীকে আত্মসম জ্ঞান,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
456,আত্মরক্ষে ধর্ম,নিজের স্বার্থ সবার আগে,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
459,আত্মারাম খাঁচাছাড়া হওয়া,নিদারূণ ভয়ে মৃতপ্রায় হওয়া বা মারা যাওয়া,खून खौलना,To feel extreme anger.,HIGH,False,bn-hi
460,আত্মারাম গুটিয়ে যাওয়া,অত্যন্ত ভয় পাওয়া; ভয়ে আড়ষ্ট বা পাংশু হওয়া,आग बबूला होना,To become extremely angry.,HIGH,False,bn-hi
462,আথালিপাথালি,ব্যাকুল ও ব্যস্ত হয়ে এদিক-ওদিক চাইতে চাইতে; চারদিকে; যেখানে-সেখানে সর্বত্র,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
470,আদাজল খেয়ে লাগা,দৃঢ়সংকল্প নিয়ে কাজ করা; নাছোড়বান্দা হয়ে লাগা; প্রাণপণ চেষ্টা করা; মরিয়া হয়ে লাগা,धरना देना,To stand firm on an issue.,HIGH,False,bn-hi
473,আদাড়ের হাঁড়ি,অনাদৃত ব্যক্তি; নীচব্যক্তি; নোংরামনের লোক- গালিবিশেষ,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
475,আদার ব্যাপারী,"ক্ষুদ্র ব্যবসায়ী; নগণ্য/সামান্য ব্যক্তি, সামান্য বিষয়ে ব্যস্ত ব্যক্তি",दीवारों के कान होना,Confidential matters may be overheard.,HIGH,False,bn-hi
477,আদুরে গোপাল,অত্যন্ত আদরে লালিত-পালিত সন্তান; লাই দিয়ে যার ইহকাল পরকাল শেষ; অতিরিক্ত আহ্লাদী,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
478,আদেখলা,দেখার বা পাওয়ার জন্য এত ব্যগ্র যে মনে হয় পূর্বে কখনো কোনো ভালো জিনিস দেখেনি বা ভোগ করেনি,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
479,আদ্যিকালের বদ্যিবুড়ো,অত্যন্ত প্রাচীন বা অভিজ্ঞ ব্যক্তি,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
480,আদরু-পেঁদরু,সাহেবিয়ানার আতিশয্য প্রকাশকারী ব্যক্তি,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
486,আধমণি কৈলাস,প্রচুর পরিমাণে খেতে পারে এমন লোক,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
487,আধমরা,উদ্দীপনাহীন নির্জীব; নিস্তেজ,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
491,আনকা,অচেনা; অজানা; ঠিকানাহীন; বেঠিক,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
495,আনন্দে আটখানা,বেজায় খুশি; হেসে কুটিকুটি,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
497,আনাচ-কানাচ,অস্থানকুস্থান; চারপাশ; জানা-অজানা সবস্থান,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
501,আপকা ওয়াস্তে,নিজের জন্য; আত্মসর্বস্ব,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
503,আপদ,বিরক্তি-উৎপাদনকারী ব্যক্তি বা বস্তু,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
505,আপন কথাই পাঁচকাহন,আত্মপ্রচারসর্বস্ব; নিজের প্রাধান্য স্থাপনের চেষ্টা; আত্মঘোষ,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
506,আপন কথাই পাঁচকাহন,আত্মপ্রচারসর্বস্ব; নিজের প্রাধান্য স্থাপনের চেষ্টা; আত্মঘোষ,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
507,আপন কোলে ঝোল টানা,নিজের স্বার্থ আগে দেখা,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
512,আপনার পায়ে কুড়োল মারা,নিজের অনিষ্ট ক্ষতি বা সর্বনাশ করা,घर का भेदी लंका ढाए,An insider can cause downfall.,HIGH,False,bn-hi
513,আপন হাত জগন্নাথ,নিজের সবকিছু ভালো; নিজের প্রয়াসই যথার্থ,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
514,আপনা হাত জগন্নাথ,খুব কৃপণস্বভাবের লোক,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
515,আপনার ঢাক আপনি বাজানো,নিজেই নিজের গুণগান করা; আত্মপ্রশংসা করা; নিজের কথা পুনঃপুনঃ উল্লেখ করা; নিজের বক্ত্যব্যকে গুরুত্ব দেওয়া,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
516,আপনি বাঁচলে বাপের নাম,নিজে বেঁচে থাকলে তবেই পিতৃপুরুষের নাম বলা যায়; নিজের স্বার্থের প্রতি সর্বোচ্চ প্রাধান্য দেওয়া,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
517,আপ্তবাক্য,অভ্রান্ত বাক্য; দোষগুণ বিচার না করে সত্য বলে গৃহীত বাক্য,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
521,আবর্জনা,অবাঞ্ছিত ব্যক্তি,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
522,আবহমানকাল,অদ্যবধি; চিরকাল; বহুকাল,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
531,আমগন্ধি,কাঁচাগন্ধযুক্ত; যে খাবার পুরো রান্না হয়নি,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
534,আমড়া গাছে আম ফলে না,কারো চরিত্র ও কর্ম তার বংশকুলের বিপরীত হয় না; বিপরীত বাগধারাও সত্য,कान पकड़ना,To promise not to repeat a mistake.,HIGH,False,bn-hi
535,আমড়াগাছি করা,প্রতারণা করা,आँखों में धूल झोंकना,To deceive someone.,HIGH,False,bn-hi
536,আমড়া ভাতে করা,কদর্য বা সৌন্দর্যহীন করা,नाक ऊँची करना,To make proud.,HIGH,False,bn-hi
537,আমতা আমতা করা,ইতস্ততঃ বা দ্বিধা করা; 'হাঁ কি না' খোলসা না-করা; স্বীকারের ইচ্ছা নেই আবার অস্বীকারের উপায়ও নেই,कान पकड़ना,To promise not to repeat a mistake.,HIGH,False,bn-hi
538,আমল না দেওয়া,কাছে ঘেষতে না দেওয়া; দখল না দেওয়া,कान पकड़ना,To promise not to repeat a mistake.,HIGH,False,bn-hi
539,আমল দেওয়া,কর্ণপাত করা; গুরুত্ব/পাত্তা/প্রশ্রয় দেওয়া; গ্রাহ্য করা,हाथ खड़े करना,To give up.,HIGH,False,bn-hi
540,আমসি হওয়া,শুকিয়ে বিবর্ণ বিশীর্ণ হওয়া,कान खड़े होना,To become alert.,HIGH,False,bn-hi
543,আমির-উমরা,সমাজের গণ্যমান্য; প্রভাবশালী; বিত্তশালী; প্রচুর ক্ষমতাসম্পন্ন লোকজন,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
545,আয়নায় মুখ দেখা,নিজের সুন্দর মুখের মত চরিত্রও সুন্দর করা,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
546,আয়ারাম,দলবদল করে অন্যদল থেকে আসা সদস্য,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
550,আয়ীবুড়ি,পাকাপাকা কথা বলা অল্পবয়স্কা মেয়ে,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
552,আর একটু হলে,বাড়াবাড়ি হলে; বিষয় গুরুতর হলে,कान खड़े होना,To become alert.,HIGH,False,bn-hi
553,আর কতই বা,বেশি কিছু নয়,कान पकड़ना,To promise not to repeat a mistake.,HIGH,False,bn-hi
556,আরশির মুখে পড়শি দেখা,নিজের মতো অপরকে ভাবা,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
557,আরশির মুখে পড়শি দেখা,নিজের মতো অপরকে ভাবা,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
558,আরশুলা আবার পাখি,উত্তমের সাথে অধমের তুলনা হয় না।,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
559,আলগা থাকা,কোন কিছুতে জড়িত না হওয়া; নির্লিপ্ত থাকা,पानी सिर से गुजरना,Situation getting out of control.,HIGH,False,bn-hi
560,আলগা ভাব,আন্তরিকতাহীন; লোক দেখানো ভাব,रंग बदलना,To change attitude quickly.,HIGH,False,bn-hi
563,আলটপকা,আচমকা; অপ্রত্যাশিতভাবে; বিনাচেষ্টায় হঠাৎ,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
566,আলাইবালাই,আপদবিপদ,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
568,আলাভোলা,সহজ-সরল; বেখেয়ালি; নিতান্ত ভালমানুষ; সাদাসিধে,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
569,আলালের ঘরের দুলাল,ধনীর ঘরের অতি আদুরে ও প্রায় ক্ষেত্রে বখাটে ছেলে,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
573,আলেয়ার পিছনে ছোটা,দুর্লভ বস্তুর পিছনে ছোটা,कलेजा ठंडा होना,To feel satisfied after revenge.,HIGH,False,bn-hi
575,আল্লাকা পেয়ারা হো গয়া,মারা গেছেন,दिल में चिंगारी होना,To have passion.,HIGH,False,bn-hi
581,আশমানের চাঁদ হাতে পাওয়া,দুষ্প্রাপ্য জিনিস লাভ করা,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
582,আশাবধি কে গতঃ,আশা অনন্ত ও অসীম; তার শেষসীমায় কেউ পৌঁছাতে পারে না,घर का भेदी लंका ढाए,An insider can cause downfall.,HIGH,False,bn-hi
585,আষ্টেপৃষ্ঠে,চারিদিক থেকে; সর্বাঙ্গ ঘিরে; সারা অঙ্গে,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
586,আসকে খেয়েছে ফোঁড় গণেনি,গায়ে ফুঁ দিয়ে বেড়ানো দায়িত্বজ্ঞানহীন ব্যক্তি,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
587,আসতে কাটে যেতে কাটে,উভয়সঙ্কট; যে অবস্থা থেকে সহজে নিস্তার পাওয়া যায় না,बाल-बाल बचना,To narrowly escape danger.,HIGH,False,bn-hi
592,আসমানের চাঁদ হাতে পাওয়া,দুষ্প্রাপ্য জিনিস লাভ করা,तिनके का सहारा,A small help in a difficult situation.,HIGH,False,bn-hi
593,আসর গরম করা,বিচিত্র কথাবার্তায় উদ্দীপনা সৃষ্টি করা; সরস কথায় সভায় উপস্থিত সকলকে মোহিত করা,आसमान सिर पर उठाना,To create a lot of noise or chaos.,HIGH,False,bn-hi
594,আসর জমানো,আসরে নিজেকে প্রতিষ্ঠিত করা; বাকচাতুর্য এবং হাস্যপরিহাসে আসরকে আনন্দোচ্ছল করা,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
596,আসল থেকে সুদের কদর বেশি,বাবা-মায়ের কাছে ছেলে-মেয়ে থেকে নাতি-নাতনির টান বেশি।,खून खौलना,To feel extreme anger.,HIGH,False,bn-hi
597,আসা-যাওয়া,ক্ষতিবৃদ্ধি হওয়া,दिल में जगह बनाना,To gain affection.,HIGH,False,bn-hi
598,আসানসোলে কয়লা চালান,যার আছে তাকে আরও দেওয়া; তোষামোদ করা,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
600,আসতে যেতে গলা কাটা,সকলব্যবহারেই বঞ্চনা করা,आँखों में धूल झोंकना,To deceive someone.,HIGH,False,bn-hi
601,আস্ত কেউটে,ভয়ানক বিপজ্জনক লোক,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
602,আস্ত-না-রাখা,মেরে হাড়গোড় গুড়িয়ে দেওয়া,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
604,আস্ত হনুমান,বিদ্রুপে সকল অপকর্মের হোতা,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
610,আহারনিদ্রা,যাবতীয়/সব কাজ,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
611,সপ্তপদী মৈত্রী,যার সাথে সাত পা হাঁটা যায় তার সাথে বন্ধুত্ব হয়,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
612,আহ্লাদী পুতুল,অন্যায় আবদারকারী শিশু,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
613,আহ্লাদে আটখানা,অত্যন্ত খুশি; আনন্দে আত্মহারা,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
615,আহ্লাদে ফুটকড়াই,আনন্দের আতিশয্যে অত্যধিক বাকস্ফূর্তি,खून खौलना,To feel extreme anger.,HIGH,False,bn-hi
616,আহ্লাদে ফুটিফাটা,হেসে লুটোপুটি,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
618,ইঁচড়ে পাকা,ডেঁপো; ফাজিল; বখাট; বয়সের তুলনায় বেশি পাকা; বালকবয়সে বড়দের মত আচরণ করে; অকালপক্ব; পোঁদপাকা,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
619,ইঁদুর কপালে,নিতান্ত মন্দভাগ্য,खून खौलना,To feel extreme anger.,HIGH,False,bn-hi
622,ইঙ্গ-বঙ্গ ভাষা,ইংরাজী ও বাংলা মিশানো ইংলা বা বাংরাজী ভাষা; স্বাধীনতার পর এই বলা-কওয়া খিচুড়িভাষার যথেষ্ট বাড়বাড়ন্ত,कान खड़े होना,To become alert.,HIGH,False,bn-hi
623,ইচ্ছে থাকলে উপায় হয়,প্রবল ইচ্ছা থাকলে কঠিন কাজও সম্পন্ন হয়,तिनके का सहारा,A small help in a difficult situation.,HIGH,False,bn-hi
626,ইটের বদলে পাটকেল,ক্রিয়ার প্রতিক্রিয়া; আঘাত করলে প্রত্যাঘাত পেতে হয়; দুর্ব্যবহার করলে দুর্ব্যবহার প্রাপ্য হয়,मुँह की खाना,To face defeat.,HIGH,False,bn-hi
629,ইতরবিশেষ,অন্য থেকে পার্থক্য; কমবেশি প্রভেদ; সামান্য পার্থক্য,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
630,ইতিউতি,নানা দিক ভাবার্থে অনুকার শব্দ; এদিক-ওদিক; এখানে সেখানে,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
631,ইতিকর্তব্যবিমূঢ়,উপস্থিত কি করতে হবে তা নির্ণয়ে অসমর্থ,पानी सिर से गुजरना,Situation getting out of control.,HIGH,False,bn-hi
634,ইদের চাঁদ,অতি কাঙ্ক্ষিত বস্তু,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
641,ইন্তেজার,আগ্রহের সঙ্গে অপেক্ষা প্রতীক্ষা,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
649,ইন্দ্রের শচী,যখন যার কাছে থাকে তখন তার; পরের চাটুকারী করে জীবিকা নির্বাহকারী,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
655,ইলশেগুড়ি,"গুড়িগুড়ি বৃষ্টি; এইরকম বৃষ্টির সময়ে জালে বেশি ইলিশ মাছ ধরা পড়ে, এরকম ধারণা",सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
656,এলাজ,রোগের উপশম বা চিকিৎসা,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
657,ইলাহী কাণ্ড,বিরাট ব্যাপার; মহাধুমধাম,आँखें तरेरना,To show anger.,HIGH,False,bn-hi
659,ইলাহী রাত,মহরমের জাগরণের রাত; যে রাত আর শেষ হতে চায় না,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
669,জুতা-সেলাই লাগাত চণ্ডীপাঠ,সংসারের যাবতীয় ছোটবড় ভালমন্দ কাজ,तिनके का सहारा,A small help in a difficult situation.,HIGH,False,bn-hi
670,ইস্তক-নাগাদ,শুরু থেকে শেষপর্যন্ত,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
671,ইস্পার কি উস্পার,চরম নিস্পত্তি,खून खौलना,To feel extreme anger.,HIGH,False,bn-hi
677,উঁচকপালে,সৌভাগ্যবান ব্যক্তি,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
678,উঁচি দোকান ফীকি পান,দেখনদারী; বাইরের আড়ম্বরমাত্র,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
679,উঁচুগাছে ঝড় বেশী,বড়কেই সংসারের সব ঝক্কিঝামেলা সামলাতে হয়,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
684,উকুন বাছা,অকাজ করা,खून पसीना एक करना,To work extremely hard.,HIGH,False,bn-hi
685,উকুনের দায়ে মাথা মুড়ানো,তুচ্ছবিপদের মারাত্মক আকার ধারণ করা,पानी सिर से गुजरना,Situation getting out of control.,HIGH,False,bn-hi
689,উচট খেয়ে প্রণাম,অনিচ্ছায় প্রণাম,पैर भारी होना,To feel reluctant to move.,HIGH,False,bn-hi
692,উচ্ছিষ্টভোজী,তোষামোদ করে অন্যের অনুগ্রহলাভকারী; পরমুখাপেক্ষী; হীন মনোবৃত্তির লোক,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
696,উজাড় বনে শিয়ালরাজা,যেখানে বাধা দেবার কেউ নেই সেখানে নগণ্য কর্তৃত্ব করে,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
698,উজানে গুণ টানা,নিয়ত বাধা ডিঙিয়ে কাজ করা,खून पसीना एक करना,To work extremely hard.,HIGH,False,bn-hi
702,উটকা নারী,স্বামীগৃহ ছেড়ে পিতৃগৃহে চলে যেতে চায় এমন নারী,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
706,উঠ ছুঁড়ি তোর বিয়ে,আকস্মিকতা বোঝানো; চটজলদি সিদ্ধান্ত; বিনাপ্রস্তুতিতে কোন কাজ করার ডাক,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
707,উটের কাঁটাভোজ,অল্পসুখের জন্য বেশি কষ্ট স্বীকার,ऊँट के मुँह में जीरा,Too little for need.,HIGH,False,bn-hi
711,উঠতে বসতে,যখন তখন; সবসময়,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
712,উঠন্তমুলোর পত্তনিতে চেনা,কাজের আরম্ভ দেখেই পরিণাম আন্দাজ করা যায়,घर का भेदी लंका ढाए,An insider can cause downfall.,HIGH,False,bn-hi
713,উঠবস,বিদ্যালয়ে শাস্তি দেওয়ার জন্য বারবার উঠা বসার আদেশ,धरना देना,To stand firm on an issue.,HIGH,False,bn-hi
714,উঠল বাই তো কটক যাই,"চটজলদি সিদ্ধান্ত, বিচার-বিবেচনার অবকাশ নেই",सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
716,উঠান চাষা,অকাজ বা অকিঞ্চিৎকর কাজ করা,खून पसीना एक करना,To work extremely hard.,HIGH,False,bn-hi
717,উঠান চষা,প্রতিবাদীকে উৎখাত করার জন্য নির্যাতন করা,ठिकाने लगाना,To eliminate someone.,HIGH,False,bn-hi
721,উঠিত-পতিত,"কোন বছর চাষ হয়, কোন বছর চাষ হয় না এমন জমি",सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
722,উঠে পড়ে লাগা,পূর্ণোদ্যমে কাজে লাগা; সব বাধা অতিক্রম করে কোন কাজ করার চেষ্টা করা,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
723,উড়নচণ্ডী,অমিতব্যয়ী; লক্ষ্মীছাড়া; সম্পত্তি নষ্টকারী,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
724,উড়নপেকে,অপব্যয়ী,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
725,উড়ে এসে জুড়ে বসা,হঠাৎ এসে সর্বময় কর্তা হয়ে বসা; অনধিকারীর অধিকার,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
729,উৎকপালী,কদাকার/কুলক্ষণা/মন্দভাগ্যযুক্তা নারী,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
730,উৎকর্ণ,শোনার জন্য কান খাড়া করে আছে এমন,दिल पर पत्थर रखना,To control emotions with difficulty.,HIGH,False,bn-hi
731,উৎকলিকাকুল,অতিশয় উদ্বিগ্ন,थक कर चूर होना,To be extremely tired.,HIGH,False,bn-hi
735,উত্তমমধ্যম দেওয়া,আচ্ছা করে পিটুনি দেওয়া; প্রচুর প্রহার করা,हाथ खड़े करना,To give up.,HIGH,False,bn-hi
740,উদয়াস্ত,দিনভর; সারাদিন,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
741,উদর চিরলে ক বেরোয় না,মহামূর্খ,खून खौलना,To feel extreme anger.,HIGH,False,bn-hi
743,উদরপূর্তি,পেট ভরে আহার,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
744,উদরসর্বস্ব,মহাপেটুক; কেবল খাই খাই করে,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
746,উধোর পিণ্ডি বুধোর ঘাড়ে,একজনের দায় বা দোষ অন্য একজন নিরীহ নির্দোষ ব্যক্তির ঘাড়ে অন্যায়ভাবে বা তার অজ্ঞাতসারে চাপানো,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
749,কোটি চৌষট্টি পদের রান্না,অসংখ্য পদের রান্না সম্পূর্ণ; এলাহি আয়োজনে কোন কিছুই বাদ নেই,पानी सिर से गुजरना,Situation getting out of control.,HIGH,False,bn-hi
753,উনভাতে দুনো বল,অল্প বা আধপেটা খেলে শরীর ভালো থাকে,कान पकड़ना,To promise not to repeat a mistake.,HIGH,False,bn-hi
756,উনিশ-বিশ,বিপুলভারের উপর অতিরিক্ত সামান্যভার কিছুই মনে হয় না,तिनके का सहारा,A small help in a difficult situation.,HIGH,False,bn-hi
757,উনিশ-বিশ করা,এদিক-ওদিক করা; পক্ষপাতিত্ব করা,आँखें तरेरना,To show anger.,HIGH,False,bn-hi
758,উন্নাসিক,অবজ্ঞায় নাক উঁচু করে এমন; সবকিছুকে তুচ্ছ মনে করে এমন; দাম্ভিক,छोटा मुँह बड़ी बात,Talking beyond one's status.,HIGH,False,bn-hi
761,উপযাচক,স্বতঃপ্রবৃত্ত হয়ে উপকার করে এমন,तिनके का सहारा,A small help in a difficult situation.,HIGH,False,bn-hi
762,উপযাচিকা,যে নারী স্বতঃপ্রবৃত্ত হয়ে প্রণয় প্রার্থনা করে,आँखों का काँटा,A person who is disliked or irritating.,HIGH,False,bn-hi
763,উপর উপর,অল্পবিস্তর; একটু-আধটু; কিছুকিছু; ভাসাভাসা,ऊँट के मुँह में जीरा,Too little for need.,HIGH,False,bn-hi
765,উপরচড়া,অকারণে গায়ে পড়ে ঝগড়া করে এমন,सांप भी मर जाए और लाठी भी न टूटे,Finding a solution that satisfies all parties without loss.,HIGH,False,bn-hi
766,উপরচাপ,উপরওয়ালার আদেশ,आसमान से गिरा खजूर में अटका,From bad to worse.,HIGH,False,bn-hi
768,উপরচালা,দেখনদারী; লোক দেখানো বুদ্ধিমত্তা/ভাবভঙ্গী,आँखें तरेरना,To show anger.,HIGH,False,bn-hi
